============================================================
   PITCH RESOURCE GANTT LOG — Thread activity over time
============================================================
Time (us)     Role          Player                    Event
318934        STRIKER       Babar Azam                BAT_END
318936        STRIKER       Babar Azam                RUN_START
318937        FIELDER       Virat Kohli               CATCH
319064        NON_STRIKER   Fakhar Zaman              RUN_START
320341        NON_STRIKER   Fakhar Zaman              RUN_END
320770        STRIKER       Babar Azam                RUN_END
320956        BOWLER        Jasprit Bumrah            BOWL_START
320968        BOWLER        Jasprit Bumrah            BOWL_END
320978        STRIKER       Babar Azam                BAT_START
321004        FIELDER       Rohit Sharma              CATCH
321004        STRIKER       Babar Azam                BAT_END
321018        STRIKER       Babar Azam                RUN_START
321006        NON_STRIKER   Fakhar Zaman              RUN_START
323426        NON_STRIKER   Fakhar Zaman              RUN_END
323730        STRIKER       Babar Azam                RUN_END
323858        BOWLER        Jasprit Bumrah            BOWL_START
323865        BOWLER        Jasprit Bumrah            BOWL_END
323872        STRIKER       Babar Azam                BAT_START
323884        STRIKER       Babar Azam                BAT_END
323887        STRIKER       Babar Azam                RUN_START
323884        FIELDER       Virat Kohli               CATCH
323907        NON_STRIKER   Fakhar Zaman              RUN_START
324982        NON_STRIKER   Fakhar Zaman              RUN_END
326866        STRIKER       Babar Azam                RUN_END
327001        BOWLER        Jasprit Bumrah            BOWL_START
327007        BOWLER        Jasprit Bumrah            BOWL_END
327011        STRIKER       Babar Azam                BAT_START
327023        STRIKER       Babar Azam                BAT_END
327024        NON_STRIKER   Fakhar Zaman              RUN_START
327025        STRIKER       Babar Azam                RUN_START
327028        FIELDER       Rishabh Pant              CATCH
328212        STRIKER       Babar Azam                RUN_END
328834        NON_STRIKER   Fakhar Zaman              RUN_END
329045        BOWLER        Ravindra Jadeja           BOWL_START
329047        BOWLER        Ravindra Jadeja           BOWL_END
329049        STRIKER       Babar Azam                BAT_START
329064        STRIKER       Babar Azam                BAT_END
329066        STRIKER       Babar Azam                RUN_START
329067        FIELDER       Shubman Gill              CATCH
329078        NON_STRIKER   Fakhar Zaman              RUN_START
331019        STRIKER       Babar Azam                RUN_END
331919        NON_STRIKER   Fakhar Zaman              RUN_END
332071        BOWLER        Ravindra Jadeja           BOWL_START
332075        BOWLER        Ravindra Jadeja           BOWL_END
332082        STRIKER       Fakhar Zaman              BAT_START
332099        STRIKER       Fakhar Zaman              BAT_END
332101        STRIKER       Fakhar Zaman              RUN_START
332104        FIELDER       Hardik Pandya             CATCH
332101        NON_STRIKER   Babar Azam                RUN_START
334304        NON_STRIKER   Babar Azam                RUN_END
334658        STRIKER       Fakhar Zaman              RUN_END
335000        BOWLER        Ravindra Jadeja           BOWL_START
335012        BOWLER        Ravindra Jadeja           BOWL_END
335020        STRIKER       Babar Azam                BAT_START
335037        STRIKER       Babar Azam                BAT_END
335039        STRIKER       Babar Azam                RUN_START
335041        NON_STRIKER   Fakhar Zaman              RUN_START
335041        FIELDER       Rishabh Pant              CATCH
337704        STRIKER       Babar Azam                RUN_END
337880        NON_STRIKER   Fakhar Zaman              RUN_END
337994        BOWLER        Ravindra Jadeja           BOWL_START
338003        BOWLER        Ravindra Jadeja           BOWL_END
338010        STRIKER       Babar Azam                BAT_START
338020        STRIKER       Babar Azam                BAT_END
338022        FIELDER       Kuldeep Yadav             CATCH
338022        STRIKER       Babar Azam                RUN_START
338033        NON_STRIKER   Fakhar Zaman              RUN_START
339816        STRIKER       Babar Azam                RUN_END
340489        NON_STRIKER   Fakhar Zaman              RUN_END
340723        BOWLER        Ravindra Jadeja           BOWL_START
340729        BOWLER        Ravindra Jadeja           BOWL_END
340773        STRIKER       Babar Azam                BAT_START
340786        STRIKER       Babar Azam                BAT_END
340788        STRIKER       Babar Azam                RUN_START
340790        FIELDER       Virat Kohli               CATCH
340840        NON_STRIKER   Fakhar Zaman              RUN_START
342873        STRIKER       Babar Azam                RUN_END
343094        NON_STRIKER   Fakhar Zaman              RUN_END
343231        BOWLER        Ravindra Jadeja           BOWL_START
343236        BOWLER        Ravindra Jadeja           BOWL_END
343245        STRIKER       Babar Azam                BAT_START
343267        STRIKER       Babar Azam                BAT_END
343271        STRIKER       Babar Azam                RUN_START
343268        FIELDER       Mohammed Siraj            CATCH
343297        NON_STRIKER   Fakhar Zaman              RUN_START
344371        STRIKER       Babar Azam                RUN_END
346065        NON_STRIKER   Fakhar Zaman              RUN_END
346258        BOWLER        Axar Patel                BOWL_START
346262        BOWLER        Axar Patel                BOWL_END
346267        STRIKER       Fakhar Zaman              BAT_START
346277        STRIKER       Fakhar Zaman              BAT_END
346279        STRIKER       Fakhar Zaman              RUN_START
346279        FIELDER       Mohammed Siraj            CATCH
346293        NON_STRIKER   Babar Azam                RUN_START
348882        STRIKER       Fakhar Zaman              RUN_END
349101        NON_STRIKER   Babar Azam                RUN_END
349221        BOWLER        Axar Patel                BOWL_START
349225        BOWLER        Axar Patel                BOWL_END
349227        STRIKER       Fakhar Zaman              BAT_START
349244        STRIKER       Fakhar Zaman              BAT_END
349246        STRIKER       Fakhar Zaman              RUN_START
349250        FIELDER       Hardik Pandya             CATCH
349273        NON_STRIKER   Babar Azam                RUN_START
351037        NON_STRIKER   Babar Azam                RUN_END
351988        STRIKER       Fakhar Zaman              RUN_END
352108        BOWLER        Axar Patel                BOWL_START
352109        BOWLER        Axar Patel                BOWL_END
352112        STRIKER       Fakhar Zaman              BAT_START
352118        STRIKER       Fakhar Zaman              BAT_END
352119        STRIKER       Fakhar Zaman              RUN_START
352124        FIELDER       Suryakumar Yadav          CATCH
352187        NON_STRIKER   Babar Azam                RUN_START
353978        NON_STRIKER   Babar Azam                RUN_END
354861        STRIKER       Fakhar Zaman              RUN_END
355005        BOWLER        Axar Patel                BOWL_START
355008        BOWLER        Axar Patel                BOWL_END
355015        STRIKER       Iftikhar Ahmed            BAT_START
355036        STRIKER       Iftikhar Ahmed            BAT_END
355038        STRIKER       Iftikhar Ahmed            RUN_START
355039        FIELDER       Kuldeep Yadav             CATCH
355047        NON_STRIKER   Babar Azam                RUN_START
357115        NON_STRIKER   Babar Azam                RUN_END
357759        STRIKER       Iftikhar Ahmed            RUN_END
357927        BOWLER        Axar Patel                BOWL_START
357933        BOWLER        Axar Patel                BOWL_END
357943        STRIKER       Iftikhar Ahmed            BAT_START
357970        STRIKER       Iftikhar Ahmed            BAT_END
357972        STRIKER       Iftikhar Ahmed            RUN_START
357973        NON_STRIKER   Babar Azam                RUN_START
357972        FIELDER       Hardik Pandya             CATCH
359523        NON_STRIKER   Babar Azam                RUN_END
360431        STRIKER       Iftikhar Ahmed            RUN_END
360623        BOWLER        Axar Patel                BOWL_START
360627        BOWLER        Axar Patel                BOWL_END
360631        STRIKER       Iftikhar Ahmed            BAT_START
360654        STRIKER       Iftikhar Ahmed            BAT_END
360655        FIELDER       Mohammed Siraj            CATCH
360654        NON_STRIKER   Babar Azam                RUN_START
360658        STRIKER       Iftikhar Ahmed            RUN_START
362836        STRIKER       Iftikhar Ahmed            RUN_END
363081        NON_STRIKER   Babar Azam                RUN_END
363810        BOWLER        Kuldeep Yadav             BOWL_START
363814        BOWLER        Kuldeep Yadav             BOWL_END
363817        STRIKER       Babar Azam                BAT_START
363827        STRIKER       Babar Azam                BAT_END
363829        STRIKER       Babar Azam                RUN_START
363830        FIELDER       Suryakumar Yadav          CATCH
363845        NON_STRIKER   Iftikhar Ahmed            RUN_START
365372        STRIKER       Babar Azam                RUN_END
365773        NON_STRIKER   Iftikhar Ahmed            RUN_END
365920        BOWLER        Kuldeep Yadav             BOWL_START
365929        BOWLER        Kuldeep Yadav             BOWL_END
365937        STRIKER       Iftikhar Ahmed            BAT_START
365947        STRIKER       Iftikhar Ahmed            BAT_END
365948        STRIKER       Iftikhar Ahmed            RUN_START
365952        FIELDER       Axar Patel                CATCH
365953        NON_STRIKER   Babar Azam                RUN_START
367394        STRIKER       Iftikhar Ahmed            RUN_END
367637        NON_STRIKER   Babar Azam                RUN_END
367796        BOWLER        Kuldeep Yadav             BOWL_START
367801        BOWLER        Kuldeep Yadav             BOWL_END
367805        STRIKER       Babar Azam                BAT_START
367820        STRIKER       Babar Azam                BAT_END
367821        STRIKER       Babar Azam                RUN_START
367823        NON_STRIKER   Iftikhar Ahmed            RUN_START
367828        FIELDER       Jasprit Bumrah            CATCH
369976        NON_STRIKER   Iftikhar Ahmed            RUN_END
370595        STRIKER       Babar Azam                RUN_END
370719        BOWLER        Kuldeep Yadav             BOWL_START
370729        BOWLER        Kuldeep Yadav             BOWL_END
370733        STRIKER       Iftikhar Ahmed            BAT_START
370744        STRIKER       Iftikhar Ahmed            BAT_END
370745        FIELDER       Mohammed Siraj            CATCH
370744        NON_STRIKER   Babar Azam                RUN_START
370747        STRIKER       Iftikhar Ahmed            RUN_START
373023        NON_STRIKER   Babar Azam                RUN_END
373046        STRIKER       Iftikhar Ahmed            RUN_END
373194        BOWLER        Kuldeep Yadav             BOWL_START
373197        BOWLER        Kuldeep Yadav             BOWL_END
373209        STRIKER       Iftikhar Ahmed            BAT_START
373218        FIELDER       Rohit Sharma              CATCH
373219        STRIKER       Iftikhar Ahmed            BAT_END
373228        STRIKER       Iftikhar Ahmed            RUN_START
373230        NON_STRIKER   Babar Azam                RUN_START
374695        STRIKER       Iftikhar Ahmed            RUN_END
374981        NON_STRIKER   Babar Azam                RUN_END
375073        BOWLER        Kuldeep Yadav             BOWL_START
375078        BOWLER        Kuldeep Yadav             BOWL_END
375083        STRIKER       Iftikhar Ahmed            BAT_START
375092        STRIKER       Iftikhar Ahmed            BAT_END
375094        NON_STRIKER   Babar Azam                RUN_START
375096        STRIKER       Iftikhar Ahmed            RUN_START
375097        FIELDER       Jasprit Bumrah            CATCH
377696        STRIKER       Iftikhar Ahmed            RUN_END
377708        NON_STRIKER   Babar Azam                RUN_END
377884        BOWLER        Mohammed Siraj            BOWL_START
377930        BOWLER        Mohammed Siraj            BOWL_END
377936        STRIKER       Babar Azam                BAT_START
377953        STRIKER       Babar Azam                BAT_END
377954        STRIKER       Babar Azam                RUN_START
377955        FIELDER       Hardik Pandya             CATCH
377964        NON_STRIKER   Iftikhar Ahmed            RUN_START
379442        NON_STRIKER   Iftikhar Ahmed            RUN_END
380194        STRIKER       Babar Azam                RUN_END
380302        BOWLER        Mohammed Siraj            BOWL_START
380306        BOWLER        Mohammed Siraj            BOWL_END
380311        STRIKER       Babar Azam                BAT_START
380326        STRIKER       Babar Azam                BAT_END
380328        STRIKER       Babar Azam                RUN_START
380332        FIELDER       Rohit Sharma              CATCH
380335        NON_STRIKER   Iftikhar Ahmed            RUN_START
382514        STRIKER       Babar Azam                RUN_END
382639        NON_STRIKER   Iftikhar Ahmed            RUN_END
383220        BOWLER        Mohammed Siraj            BOWL_START
383228        BOWLER        Mohammed Siraj            BOWL_END
383232        STRIKER       Babar Azam                BAT_START
383247        STRIKER       Babar Azam                BAT_END
383249        STRIKER       Babar Azam                RUN_START
383250        FIELDER       Rohit Sharma              CATCH
383263        NON_STRIKER   Iftikhar Ahmed            RUN_START
384428        STRIKER       Babar Azam                RUN_END
385259        NON_STRIKER   Iftikhar Ahmed            RUN_END
385387        BOWLER        Mohammed Siraj            BOWL_START
385394        BOWLER        Mohammed Siraj            BOWL_END
385403        STRIKER       Iftikhar Ahmed            BAT_START
385413        STRIKER       Iftikhar Ahmed            BAT_END
385415        STRIKER       Iftikhar Ahmed            RUN_START
385416        FIELDER       Suryakumar Yadav          CATCH
385428        NON_STRIKER   Babar Azam                RUN_START
386927        NON_STRIKER   Babar Azam                RUN_END
387817        STRIKER       Iftikhar Ahmed            RUN_END
388005        BOWLER        Mohammed Siraj            BOWL_START
388009        BOWLER        Mohammed Siraj            BOWL_END
388016        STRIKER       Babar Azam                BAT_START
388025        STRIKER       Babar Azam                BAT_END
388027        STRIKER       Babar Azam                RUN_START
388029        FIELDER       Suryakumar Yadav          CATCH
388043        NON_STRIKER   Iftikhar Ahmed            RUN_START
389927        STRIKER       Babar Azam                RUN_END
390928        NON_STRIKER   Iftikhar Ahmed            RUN_END
391099        BOWLER        Mohammed Siraj            BOWL_START
391107        BOWLER        Mohammed Siraj            BOWL_END
391112        STRIKER       Babar Azam                BAT_START
391133        STRIKER       Babar Azam                BAT_END
391135        STRIKER       Babar Azam                RUN_START
391150        FIELDER       Virat Kohli               CATCH
391180        NON_STRIKER   Iftikhar Ahmed            RUN_START
392723        STRIKER       Babar Azam                RUN_END
393833        NON_STRIKER   Iftikhar Ahmed            RUN_END
394030        BOWLER        Jasprit Bumrah            BOWL_START
394043        BOWLER        Jasprit Bumrah            BOWL_END
394045        STRIKER       Iftikhar Ahmed            BAT_START
394053        STRIKER       Iftikhar Ahmed            BAT_END
394055        STRIKER       Iftikhar Ahmed            RUN_START
394060        FIELDER       Suryakumar Yadav          CATCH
394105        NON_STRIKER   Babar Azam                RUN_START
395992        NON_STRIKER   Babar Azam                RUN_END
396627        STRIKER       Iftikhar Ahmed            RUN_END
396774        BOWLER        Jasprit Bumrah            BOWL_START
396781        BOWLER        Jasprit Bumrah            BOWL_END
396876        STRIKER       Iftikhar Ahmed            BAT_START
396901        STRIKER       Iftikhar Ahmed            BAT_END
396903        STRIKER       Iftikhar Ahmed            RUN_START
396910        FIELDER       Kuldeep Yadav             CATCH
396914        NON_STRIKER   Babar Azam                RUN_START
398328        STRIKER       Iftikhar Ahmed            RUN_END
399597        NON_STRIKER   Babar Azam                RUN_END
399865        BOWLER        Jasprit Bumrah            BOWL_START
399875        BOWLER        Jasprit Bumrah            BOWL_END
399886        STRIKER       Iftikhar Ahmed            BAT_START
399903        STRIKER       Iftikhar Ahmed            BAT_END
399905        STRIKER       Iftikhar Ahmed            RUN_START
399905        FIELDER       Ravindra Jadeja           CATCH
399928        NON_STRIKER   Babar Azam                RUN_START
401009        STRIKER       Iftikhar Ahmed            RUN_END
401230        NON_STRIKER   Babar Azam                RUN_END
401376        BOWLER        Jasprit Bumrah            BOWL_START
401384        BOWLER        Jasprit Bumrah            BOWL_END
401397        STRIKER       Iftikhar Ahmed            BAT_START
401413        STRIKER       Iftikhar Ahmed            BAT_END
401418        STRIKER       Iftikhar Ahmed            RUN_START
401414        FIELDER       Ravindra Jadeja           CATCH
401433        NON_STRIKER   Babar Azam                RUN_START
403069        NON_STRIKER   Babar Azam                RUN_END
403736        STRIKER       Iftikhar Ahmed            RUN_END
404010        BOWLER        Jasprit Bumrah            BOWL_START
404019        BOWLER        Jasprit Bumrah            BOWL_END
404029        STRIKER       Shadab Khan               BAT_START
404050        STRIKER       Shadab Khan               BAT_END
404053        STRIKER       Shadab Khan               RUN_START
404055        FIELDER       Kuldeep Yadav             CATCH
404090        NON_STRIKER   Babar Azam                RUN_START
405337        NON_STRIKER   Babar Azam                RUN_END
407126        STRIKER       Shadab Khan               RUN_END
407295        BOWLER        Jasprit Bumrah            BOWL_START
407303        BOWLER        Jasprit Bumrah            BOWL_END
407312        STRIKER       Babar Azam                BAT_START
407329        STRIKER       Babar Azam                BAT_END
407331        STRIKER       Babar Azam                RUN_START
407334        FIELDER       Suryakumar Yadav          CATCH
407356        NON_STRIKER   Shadab Khan               RUN_START
408934        STRIKER       Babar Azam                RUN_END
409691        NON_STRIKER   Shadab Khan               RUN_END
409946        BOWLER        Hardik Pandya             BOWL_START
409955        BOWLER        Hardik Pandya             BOWL_END
409965        STRIKER       Shadab Khan               BAT_START
409990        STRIKER       Shadab Khan               BAT_END
409992        NON_STRIKER   Babar Azam                RUN_START
409992        STRIKER       Shadab Khan               RUN_START
409993        FIELDER       Rohit Sharma              CATCH
412562        STRIKER       Shadab Khan               RUN_END
412706        NON_STRIKER   Babar Azam                RUN_END
412867        BOWLER        Hardik Pandya             BOWL_START
412870        BOWLER        Hardik Pandya             BOWL_END
412876        STRIKER       Shadab Khan               BAT_START
412900        STRIKER       Shadab Khan               BAT_END
412902        STRIKER       Shadab Khan               RUN_START
412904        FIELDER       Rohit Sharma              CATCH
412914        NON_STRIKER   Babar Azam                RUN_START
414427        STRIKER       Shadab Khan               RUN_END
415589        NON_STRIKER   Babar Azam                RUN_END
415764        BOWLER        Hardik Pandya             BOWL_START
415769        BOWLER        Hardik Pandya             BOWL_END
415775        STRIKER       Shadab Khan               BAT_START
415790        STRIKER       Shadab Khan               BAT_END
415792        FIELDER       Shubman Gill              CATCH
415792        STRIKER       Shadab Khan               RUN_START
415795        NON_STRIKER   Babar Azam                RUN_START
417714        NON_STRIKER   Babar Azam                RUN_END
418568        STRIKER       Shadab Khan               RUN_END
418727        BOWLER        Hardik Pandya             BOWL_START
418733        BOWLER        Hardik Pandya             BOWL_END
418737        STRIKER       Shadab Khan               BAT_START
418756        STRIKER       Shadab Khan               BAT_END
418758        STRIKER       Shadab Khan               RUN_START
418765        FIELDER       Jasprit Bumrah            CATCH
418786        NON_STRIKER   Babar Azam                RUN_START
419865        STRIKER       Shadab Khan               RUN_END
421850        NON_STRIKER   Babar Azam                RUN_END
422010        BOWLER        Hardik Pandya             BOWL_START
422023        BOWLER        Hardik Pandya             BOWL_END
422027        STRIKER       Shadab Khan               BAT_START
422043        STRIKER       Shadab Khan               BAT_END
422045        STRIKER       Shadab Khan               RUN_START
422050        FIELDER       Virat Kohli               CATCH
422059        NON_STRIKER   Babar Azam                RUN_START
423170        NON_STRIKER   Babar Azam                RUN_END
424420        STRIKER       Shadab Khan               RUN_END
424583        BOWLER        Hardik Pandya             BOWL_START
424589        BOWLER        Hardik Pandya             BOWL_END
424598        STRIKER       Shadab Khan               BAT_START
424628        STRIKER       Shadab Khan               BAT_END
424630        STRIKER       Shadab Khan               RUN_START
424631        FIELDER       Mohammed Siraj            CATCH
424653        NON_STRIKER   Babar Azam                RUN_START
425737        STRIKER       Shadab Khan               RUN_END
426084        NON_STRIKER   Babar Azam                RUN_END
426296        BOWLER        Ravindra Jadeja           BOWL_START
426302        BOWLER        Ravindra Jadeja           BOWL_END
426310        STRIKER       Shadab Khan               BAT_START
426333        STRIKER       Shadab Khan               BAT_END
426334        STRIKER       Shadab Khan               RUN_START
426336        FIELDER       Jasprit Bumrah            CATCH
426367        NON_STRIKER   Babar Azam                RUN_START
427943        NON_STRIKER   Babar Azam                RUN_END
428750        STRIKER       Shadab Khan               RUN_END
428945        BOWLER        Ravindra Jadeja           BOWL_START
428951        BOWLER        Ravindra Jadeja           BOWL_END
428953        STRIKER       Azam Khan                 BAT_START
428963        STRIKER       Azam Khan                 BAT_END
428967        STRIKER       Azam Khan                 RUN_START
428964        FIELDER       Hardik Pandya             CATCH
429015        NON_STRIKER   Babar Azam                RUN_START
430315        NON_STRIKER   Babar Azam                RUN_END
431626        STRIKER       Azam Khan                 RUN_END
431814        BOWLER        Ravindra Jadeja           BOWL_START
431823        BOWLER        Ravindra Jadeja           BOWL_END
431828        STRIKER       Azam Khan                 BAT_START
431838        STRIKER       Azam Khan                 BAT_END
431839        STRIKER       Azam Khan                 RUN_START
431840        FIELDER       Rohit Sharma              CATCH
431848        NON_STRIKER   Babar Azam                RUN_START
432951        STRIKER       Azam Khan                 RUN_END
434713        NON_STRIKER   Babar Azam                RUN_END
434908        BOWLER        Ravindra Jadeja           BOWL_START
434917        BOWLER        Ravindra Jadeja           BOWL_END
434920        STRIKER       Babar Azam                BAT_START
434928        STRIKER       Babar Azam                BAT_END
434929        STRIKER       Babar Azam                RUN_START
434930        FIELDER       Hardik Pandya             CATCH
434939        NON_STRIKER   Azam Khan                 RUN_START
436180        NON_STRIKER   Azam Khan                 RUN_END
437792        STRIKER       Babar Azam                RUN_END
437920        BOWLER        Ravindra Jadeja           BOWL_START
437930        BOWLER        Ravindra Jadeja           BOWL_END
437934        STRIKER       Babar Azam                BAT_START
437951        STRIKER       Babar Azam                BAT_END
437953        STRIKER       Babar Azam                RUN_START
437955        FIELDER       Kuldeep Yadav             CATCH
437955        NON_STRIKER   Azam Khan                 RUN_START
439154        NON_STRIKER   Azam Khan                 RUN_END
439514        STRIKER       Babar Azam                RUN_END
439726        BOWLER        Ravindra Jadeja           BOWL_START
439732        BOWLER        Ravindra Jadeja           BOWL_END
439740        STRIKER       Imad Wasim                BAT_START
439765        STRIKER       Imad Wasim                BAT_END
439767        FIELDER       Jasprit Bumrah            CATCH
439768        STRIKER       Imad Wasim                RUN_START
439813        NON_STRIKER   Azam Khan                 RUN_START
441242        NON_STRIKER   Azam Khan                 RUN_END
441903        STRIKER       Imad Wasim                RUN_END
442136        BOWLER        Axar Patel                BOWL_START
442153        BOWLER        Axar Patel                BOWL_END
442158        STRIKER       Azam Khan                 BAT_START
442175        STRIKER       Azam Khan                 BAT_END
442177        STRIKER       Azam Khan                 RUN_START
442179        FIELDER       Shubman Gill              CATCH
442192        NON_STRIKER   Imad Wasim                RUN_START
444036        NON_STRIKER   Imad Wasim                RUN_END
444678        STRIKER       Azam Khan                 RUN_END
444846        BOWLER        Axar Patel                BOWL_START
444853        BOWLER        Axar Patel                BOWL_END
444859        STRIKER       Imad Wasim                BAT_START
444871        STRIKER       Imad Wasim                BAT_END
444872        FIELDER       Shubman Gill              CATCH
444872        STRIKER       Imad Wasim                RUN_START
444884        NON_STRIKER   Azam Khan                 RUN_START
446021        STRIKER       Imad Wasim                RUN_END
447905        NON_STRIKER   Azam Khan                 RUN_END
448066        BOWLER        Axar Patel                BOWL_START
448076        BOWLER        Axar Patel                BOWL_END
448082        STRIKER       Imad Wasim                BAT_START
448097        STRIKER       Imad Wasim                BAT_END
448098        STRIKER       Imad Wasim                RUN_START
448100        FIELDER       Shubman Gill              CATCH
448116        NON_STRIKER   Azam Khan                 RUN_START
449987        NON_STRIKER   Azam Khan                 RUN_END
450917        STRIKER       Imad Wasim                RUN_END
451054        BOWLER        Axar Patel                BOWL_START
451063        BOWLER        Axar Patel                BOWL_END
451066        STRIKER       Imad Wasim                BAT_START
451078        STRIKER       Imad Wasim                BAT_END
451080        STRIKER       Imad Wasim                RUN_START
451081        FIELDER       Suryakumar Yadav          CATCH
451101        NON_STRIKER   Azam Khan                 RUN_START
453215        STRIKER       Imad Wasim                RUN_END
453859        NON_STRIKER   Azam Khan                 RUN_END
454115        BOWLER        Axar Patel                BOWL_START
454122        BOWLER        Axar Patel                BOWL_END
454131        STRIKER       Azam Khan                 BAT_START
454171        STRIKER       Azam Khan                 BAT_END
454174        STRIKER       Azam Khan                 RUN_START
454175        FIELDER       Rohit Sharma              CATCH
454178        NON_STRIKER   Imad Wasim                RUN_START
456011        NON_STRIKER   Imad Wasim                RUN_END
456805        STRIKER       Azam Khan                 RUN_END
456953        BOWLER        Axar Patel                BOWL_START
457022        BOWLER        Axar Patel                BOWL_END
457032        STRIKER       Imad Wasim                BAT_START
457057        STRIKER       Imad Wasim                BAT_END
457060        STRIKER       Imad Wasim                RUN_START
457061        FIELDER       Mohammed Siraj            CATCH
457100        NON_STRIKER   Azam Khan                 RUN_START
458632        STRIKER       Imad Wasim                RUN_END
459028        NON_STRIKER   Azam Khan                 RUN_END
459805        BOWLER        Kuldeep Yadav             BOWL_START
459810        BOWLER        Kuldeep Yadav             BOWL_END
459834        STRIKER       Imad Wasim                BAT_START
459852        STRIKER       Imad Wasim                BAT_END
459854        STRIKER       Imad Wasim                RUN_START
459855        FIELDER       Mohammed Siraj            CATCH
459890        NON_STRIKER   Azam Khan                 RUN_START
461183        NON_STRIKER   Azam Khan                 RUN_END
461914        STRIKER       Imad Wasim                RUN_END
462067        BOWLER        Kuldeep Yadav             BOWL_START
462073        BOWLER        Kuldeep Yadav             BOWL_END
462080        STRIKER       Azam Khan                 BAT_START
462093        STRIKER       Azam Khan                 BAT_END
462095        STRIKER       Azam Khan                 RUN_START
462100        FIELDER       Hardik Pandya             CATCH
462181        NON_STRIKER   Imad Wasim                RUN_START
464072        NON_STRIKER   Imad Wasim                RUN_END
465080        STRIKER       Azam Khan                 RUN_END
465286        BOWLER        Kuldeep Yadav             BOWL_START
465296        BOWLER        Kuldeep Yadav             BOWL_END
465301        STRIKER       Mohammad Wasim Jr.        BAT_START
465322        STRIKER       Mohammad Wasim Jr.        BAT_END
465324        STRIKER       Mohammad Wasim Jr.        RUN_START
465330        FIELDER       Shubman Gill              CATCH
465344        NON_STRIKER   Imad Wasim                RUN_START
467178        NON_STRIKER   Imad Wasim                RUN_END
467917        STRIKER       Mohammad Wasim Jr.        RUN_END
468340        BOWLER        Kuldeep Yadav             BOWL_START
468348        BOWLER        Kuldeep Yadav             BOWL_END
468361        STRIKER       Mohammad Wasim Jr.        BAT_START
468377        STRIKER       Mohammad Wasim Jr.        BAT_END
468379        STRIKER       Mohammad Wasim Jr.        RUN_START
468382        FIELDER       Jasprit Bumrah            CATCH
468421        NON_STRIKER   Imad Wasim                RUN_START
470134        NON_STRIKER   Imad Wasim                RUN_END
471307        STRIKER       Mohammad Wasim Jr.        RUN_END
471461        BOWLER        Kuldeep Yadav             BOWL_START
471463        BOWLER        Kuldeep Yadav             BOWL_END
471470        STRIKER       Mohammad Wasim Jr.        BAT_START
471494        STRIKER       Mohammad Wasim Jr.        BAT_END
471498        STRIKER       Mohammad Wasim Jr.        RUN_START
471501        FIELDER       Virat Kohli               CATCH
471498        NON_STRIKER   Imad Wasim                RUN_START
473311        STRIKER       Mohammad Wasim Jr.        RUN_END
473700        NON_STRIKER   Imad Wasim                RUN_END
473963        BOWLER        Kuldeep Yadav             BOWL_START
473967        BOWLER        Kuldeep Yadav             BOWL_END
473971        STRIKER       Imad Wasim                BAT_START
473989        STRIKER       Imad Wasim                BAT_END
473992        STRIKER       Imad Wasim                RUN_START
473993        FIELDER       Mohammed Siraj            CATCH
474013        NON_STRIKER   Mohammad Wasim Jr.        RUN_START
476101        STRIKER       Imad Wasim                RUN_END
476909        NON_STRIKER   Mohammad Wasim Jr.        RUN_END
477233        BOWLER        Mohammed Siraj            BOWL_START
477238        BOWLER        Mohammed Siraj            BOWL_END
477243        STRIKER       Mohammad Wasim Jr.        BAT_START
477251        STRIKER       Mohammad Wasim Jr.        BAT_END
477252        STRIKER       Mohammad Wasim Jr.        RUN_START
477258        FIELDER       Suryakumar Yadav          CATCH
477295        NON_STRIKER   Imad Wasim                RUN_START
478503        NON_STRIKER   Imad Wasim                RUN_END
479291        STRIKER       Mohammad Wasim Jr.        RUN_END
479537        BOWLER        Mohammed Siraj            BOWL_START
479540        BOWLER        Mohammed Siraj            BOWL_END
479552        STRIKER       Shaheen Afridi            BAT_START
479578        STRIKER       Shaheen Afridi            BAT_END
479581        STRIKER       Shaheen Afridi            RUN_START
479585        NON_STRIKER   Imad Wasim                RUN_START
479592        FIELDER       Ravindra Jadeja           CATCH
480718        NON_STRIKER   Imad Wasim                RUN_END
481502        STRIKER       Shaheen Afridi            RUN_END
481687        BOWLER        Mohammed Siraj            BOWL_START
481689        BOWLER        Mohammed Siraj            BOWL_END
481694        STRIKER       Imad Wasim                BAT_START
481704        STRIKER       Imad Wasim                BAT_END
481709        STRIKER       Imad Wasim                RUN_START
481704        FIELDER       Virat Kohli               CATCH
481751        NON_STRIKER   Shaheen Afridi            RUN_START
483576        NON_STRIKER   Shaheen Afridi            RUN_END
484631        STRIKER       Imad Wasim                RUN_END
484819        BOWLER        Mohammed Siraj            BOWL_START
484821        BOWLER        Mohammed Siraj            BOWL_END
484833        STRIKER       Shaheen Afridi            BAT_START
484850        STRIKER       Shaheen Afridi            BAT_END
484852        FIELDER       Kuldeep Yadav             CATCH
484854        STRIKER       Shaheen Afridi            RUN_START
484865        NON_STRIKER   Imad Wasim                RUN_START
486314        NON_STRIKER   Imad Wasim                RUN_END
486423        STRIKER       Shaheen Afridi            RUN_END
486607        BOWLER        Mohammed Siraj            BOWL_START
486611        BOWLER        Mohammed Siraj            BOWL_END
486672        STRIKER       Naseem Shah               BAT_START
486706        FIELDER       Virat Kohli               CATCH
